chart_week,rank,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,track_id,artist_id,release_date,explicit,track_popularity,artist_genres,artist_followers,artist_popularity
2026-01-15,29,Bad Bunny,DtMF,Rimas Entertainment LLC.,1,25,54,15932642,3sK8wGT43QFpWrvNQsrQya,4q3ewBCX7sLwd24euuV69X,2025-01-05,True,93.0,reggaeton|trap latino|urbano latino|latin,107003839.0,99.0
2026-01-15,30,Bad Bunny,BAILE INoLVIDABLE,Rimas Entertainment LLC.,4,26,54,15756150,2lTm559tuIvatlT1u0JYG2,4q3ewBCX7sLwd24euuV69X,2025-01-05,True,93.0,reggaeton|trap latino|urbano latino|latin,107003839.0,99.0
2026-01-15,31,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,3,32,119,15715942,7CyPwkp0oE8Ro9Dd5CUDjW,1Xyo4u8uXC1ZmMpatF05PJ,2023-06-23,False,92.0,unknown,117396010.0,96.0
2026-01-15,32,"Peso Pluma, Tito Double P",daño,Double P Records,32,42,3,15508018,136BeIIoBGrrU9fI1jbcDR,12GqGscKJx3aE4t07u7eVZ,2025-12-25,True,89.0,corrido|corridos tumbados|corridos bélicos|música mexicana|sad sierreño|banda|electro corridos,25407668.0,93.0
2026-01-15,33,EsDeeKid,4 Raws,Lizzy Records,33,53,7,15395242,554qQSs9lpRVq6TlaaiIKT,0EyhkwP3UnwGFBy6xwKjSy,2025-06-20,True,91.0,unknown,1290077.0,86.0
2026-01-15,34,sombr,12 to 12,Warner Records,14,30,25,15313948,05od2qm2MTSKCHxy1GBp5W,4G9NDjRyZFDlJKMRL8hx3S,2025-08-22,False,90.0,unknown,3537054.0,87.0
2026-01-15,35,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",Cuando No Era Cantante - Remix,El Bogueto,33,35,5,15280810,2pbSCYzxrG0wa6qcj8IyiE,3S9Hg7sRKhmtWunFZ2yAYP,2025-12-10,True,91.0,reggaeton mexa|reggaeton,1610099.0,81.0
2026-01-15,36,Radiohead,Creep,XL Recordings,27,37,111,15069027,70LcF31zb1H0PyJoS1Sx1r,4Z8W4fKeB5YxbusRsdQVPb,1993-02-22,True,93.0,art rock|alternative rock,14862487.0,88.0
2026-01-15,37,Lord Huron,The Night We Met,Play It Again Sam,15,34,169,14950628,3hRV0jL3vUpRrcy398teAU,6ltzsmQQbmdoHHbLZ4ZN25,2015-04-06,False,90.0,unknown,2272268.0,79.0
2026-01-15,38,"DJ Japa NK, MC Meno K, MC Ryan SP, Mc Jacaré, DJ DAVI DOGDOG",Posso Até Não Te Dar Flores,Bololo Records,11,43,13,14923064,4G7bbgD2DHORU4frrWoCXp,1bpnl8qbR9GxmiNlkEufW6,2025-09-11,True,91.0,brazilian funk|trap funk|funk consciente,516380.0,83.0
2026-01-15,39,Kate Bush,Running Up That Hill (A Deal With God),Fish People,1,20,41,14842116,1PtQJZVZIdWIYdARpZRDFO,1aSxMhuvixZ8h9dK9jIDwL,1985-09-16,False,92.0,art pop|baroque pop|art rock,2754119.0,77.0
2026-01-15,40,Jimin,Who,BIGHIT MUSIC,1,27,78,14830613,7tI8dRuH2Yc6RuoTjxo4dU,1oSPZhvZMIrWW5I41kPkkY,2024-07-19,False,87.0,k-pop,11143870.0,80.0
2026-01-15,41,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,9,39,87,14815496,3QaPy1KgI7nu9FJEQUgn6h,6qqNVTkY8uBg9cP3Jd7DAH,2024-05-17,False,93.0,unknown,122190602.0,93.0
2026-01-15,42,Prince,Purple Rain,Warner Records,36,36,2,14635338,1uvyZBs4IZYRebHIB1747m,5a2EaR3hamoenG9rDuVn8j,1984-06-25,False,88.0,funk|funk rock,7996962.0,77.0
2026-01-15,43,Bruno Mars,Just the Way You Are,Elektra (NEK),34,130,155,14363042,7BqBn9nzAq8spo5e7cZ0dJ,,,,,unknown,,
2026-01-15,44,"Drake, Wizkid, Kyla",One Dance,Cash Money Records/Young Money Ent./Universal Rec.,12,50,261,14340883,1zi7xx7UVEFkmKfv06H8x0,3TVXtAsR1Inumwj472S9r4,2016-05-06,False,91.0,rap,106281454.0,98.0
2026-01-15,45,Coldplay,Yellow,Parlophone UK,19,44,265,14254176,3AJwUDP919kvQ9QcozQPxg,4gzpq5DPGxSnKTe4SA8HAU,2000-07-10,False,92.0,unknown,62236836.0,91.0
2026-01-15,46,"DJ Snake, Justin Bieber",Let Me Love You,DJ Snake Def Jam,4,57,88,14254085,0lYBSQXN6rCTvUZvg9S0lU,540vIaP2JwjQb9dm3aArA4,2016-08-05,False,91.0,unknown,9455618.0,82.0
2026-01-15,47,Idgitaf,Sedia Aku Sebelum Hujan,idgitaf musik,24,29,7,14224174,64qfw9JZl3RYCrq4Mn0WvT,7pFWMC2E7h8eL3SZyHRsRq,2025-10-08,False,90.0,indonesian pop|indonesian indie,2685895.0,76.0
2026-01-15,48,"ROSÉ, Bruno Mars",APT.,Atlantic Records,1,40,65,14217144,4wJ5Qq0jBN4ajy7ouZIV1c,,,,,unknown,,
2026-01-15,49,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,41,104,14215925,3xkHsmpQCBMytMJNiDf3Ii,22wbnEMDvgVIAGdFeek6ET,2024-04-05,False,89.0,unknown,7605154.0,85.0
2026-01-15,50,"ROSALÍA, Yahritza Y Su Esencia",La Perla,Columbia,7,46,10,14127443,4oVO4fGNRRvEn0CRuFO4qv,7ltDVBr6mKbRvohxheJ9h1,2025-11-07,True,92.0,latin,9290552.0,87.0
2026-01-15,51,Jin,Don’t Say You Love Me,BIGHIT MUSIC,2,49,35,13910693,27xkOIER6uDLKALIelHylZ,5vV3bFXnN6D6N3Nj4xRvaV,2025-05-16,False,86.0,k-pop,9987792.0,79.0
2026-01-15,52,Sabrina Carpenter,Espresso,Island Records,1,38,92,13892392,2HRqTpkrJO5ggZyyK6NPWz,74KM79TiuVKeVCqs8QtB0B,2024-08-23,True,88.0,pop,28998690.0,92.0
2026-01-15,53,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,15,47,184,13856919,5XeFesFbtLpXzIVDNQP22n,7Ln80lUS6He07XvHI8qqHH,2013-09-09,False,92.0,indie|garage rock,33060621.0,87.0
2026-01-15,54,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,1,55,276,13588314,7MXVkk9YMctZqd1Srtv4MB,1Xyo4u8uXC1ZmMpatF05PJ,2016-11-25,True,91.0,unknown,117396010.0,96.0
2026-01-15,55,"Peso Pluma, Tito Double P",7-3,Double P Records,55,101,3,13551165,4lzo6zPM2paqyP8oBp3DOs,12GqGscKJx3aE4t07u7eVZ,2025-12-25,True,88.0,corrido|corridos tumbados|corridos bélicos|música mexicana|sad sierreño|banda|electro corridos,25407668.0,93.0
2026-01-15,56,Bruno Mars,When I Was Your Man,Atlantic Records,38,186,159,13215778,0B7wvvmu9EISAwZnOpjhNI,,,,,unknown,,
2026-01-15,57,Sabrina Carpenter,Manchild,Island Records,1,45,32,13174534,2BwO5K8Q7EPAJSGze3AAh9,74KM79TiuVKeVCqs8QtB0B,2025-08-29,True,88.0,pop,28998690.0,92.0
2026-01-15,58,"W Sound, Beéle, Ovy On The Drums",La Plena - W Sound 05,WEA Latina,5,59,46,13128046,6iOndD4OFo7GkaDypWQIou,5uwa6tAMMfNbBFIHiI6NV4,2025-02-19,True,90.0,unknown,922953.0,76.0
2026-01-15,59,Coldplay,Sparks,Parlophone UK,30,52,73,13042632,7D0RhFcb3CrfPuTJ0obrod,4gzpq5DPGxSnKTe4SA8HAU,2000-07-10,False,91.0,unknown,62236836.0,91.0
2026-01-15,60,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",3,48,65,13026134,7ne4VBA60CxGM75vw0EYad,4tuJ0bMpJh08umKkEXKUI5,2024-10-18,True,91.0,unknown,8354785.0,85.0
2026-01-15,61,Lil Uzi Vert,What You Saying,Roc Nation Distribution,61,82,2,12964384,7cjoZVmWe2xsGR4wcXiV2v,4O15NlyKLIASxsJ0PrXPfz,2025-12-22,False,89.0,melodic rap|rage rap,19728980.0,87.0
2026-01-15,62,Teddy Swims,Lose Control,Warner Records,5,56,114,12840000,17phhZDn6oGtzMe56NuWvj,33qOK5uJ8AR2xuQQAhHump,2023-09-15,False,90.0,unknown,6135704.0,86.0
2026-01-15,63,"EsDeeKid, Rico Ace",Phantom,Lizzy Records,45,58,9,12710645,57Z6TJCTMACXxdrcwZ3Zvf,0EyhkwP3UnwGFBy6xwKjSy,2025-06-20,True,91.0,unknown,1290077.0,86.0
2026-01-15,64,Kehlani,Folded,TSNMI / Atlantic,62,62,24,12589510,0bxPRWprUVpQK0UFcddkrA,0cGUm45nv7Z6M6qdXYQGTX,2025-06-11,False,90.0,unknown,8992941.0,81.0
2026-01-15,65,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),XO / Republic Records,3,60,68,12468089,0FIDCNYYjNvPVimz5icugS,1Xyo4u8uXC1ZmMpatF05PJ,2025-01-31,True,92.0,unknown,117396010.0,96.0
2026-01-15,66,The Killers,Mr. Brightside,Island Records,61,64,203,12455753,003vvx7Niy0yvhvHt4a68B,0C0XlULifJtAgn6ZNCW2eu,,False,91.0,alternative rock,8198586.0,80.0
2026-01-15,67,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,61,131,12331319,2HRgqmZQC0MC7GeNuDIXHN,6HaGTQPmzraVmaVxvz6EUc,2023-11-03,True,85.0,k-pop,19152953.0,83.0
2026-01-15,68,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,20,54,137,12272792,0ofHAoxe9vBkTCp2UQIavz,08GQAI4eElDnROBrJRGE0X,1977-02-04,False,90.0,classic rock|yacht rock|soft rock,14511792.0,86.0
2026-01-15,69,Bruno Mars,It Will Rain,Elektra (NEK),62,-1,20,12180148,4rMNgxEwGWoPHIUcvB5BrB,,,,,unknown,,
2026-01-15,70,Neton Vega,Pvta Luna,Josa Records (Neton Vega),70,71,9,12123116,33MeEaRCeIQMSRyFTr5ZJU,6pV5zH2LzjOUHaAvENdMMa,2025-09-26,False,88.0,corrido|corridos tumbados|corridos bélicos|electro corridos|dembow belico,5265176.0,87.0
2026-01-15,71,Daniel Caesar,Who Knows,Republic Records,71,78,8,11955059,6DH13QYXK7lKkYHSU88N48,20wkVLutqVOYrc0kxFs7rA,2025-10-24,False,90.0,unknown,12472043.0,88.0
2026-01-15,72,KATSEYE,Internet Girl,Hybe/Geffen,31,31,2,11911971,3THVfoVD5kdCxPviVaCPi7,3c0gDdb9lhnHGFtP4prQpn,2026-01-02,False,87.0,k-pop,7473030.0,86.0
2026-01-15,73,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",Black Panther (TDE/DMG) PS,2,69,135,11818185,3GCdLUSnKSMJhs4Tj6CV3s,2YZyLoL8N0Wb9xBt1NhZWg,2018-02-09,True,90.0,hip hop|west coast hip hop,46075516.0,92.0
2026-01-15,74,The Marías,No One Noticed,Nice Life/Atlantic,37,65,61,11759554,3siwsiaEoU4Kuuc9WKMUy5,2sSGPbdZJkaSE2AbcGOACx,2024-05-31,False,90.0,bedroom pop,4318566.0,85.0
2026-01-15,75,Beéle,no tiene sentido,5020 Records,18,79,31,11722777,1HEwEN64NjgTaHmo7LfkX8,7a0XAaPaK2aDSqa8p3QnC7,2025-05-15,False,89.0,latin afrobeats|reggaeton|pop urbano,3962240.0,89.0
2026-01-15,76,"PEDRO SAMPAIO, MC Meno K, Melody",JETSKI,Sony Music Entertainment,76,115,3,11718887,3jhyw60F61gc7nC4dblqtC,5wbf52LA6kcaboHSN6NEF1,2025-12-18,True,87.0,brazilian funk|funk pop|funk carioca|brazilian pop|brega funk,3227502.0,79.0
2026-01-15,77,"Gorillaz, De La Soul",Feel Good Inc.,Parlophone UK,46,73,56,11633979,0d28khcov6AiegSCpG5TuT,3AA28KZvwAUcZuOKwyblJQ,2005-05-23,False,90.0,unknown,15150041.0,84.0
2026-01-15,78,sombr,undressed,Warner Records,6,67,42,11617316,0TFTAtCYhp2tQ9KcJIZb55,4G9NDjRyZFDlJKMRL8hx3S,2025-08-22,False,88.0,unknown,3537054.0,87.0
2026-01-15,79,Arctic Monkeys,505,Domino Recording Co,43,68,210,11592578,58ge6dfP91o9oXMzq3XkIS,,,,,unknown,,
2026-01-15,80,"Ryan Castro, Kapo",LA VILLA,AWOO Corp./Sony Music Latin,80,-1,1,11592014,2ZyrAym0sRLwt4PhGotHuI,,,,,unknown,,
2026-01-15,81,The Weeknd,Blinding Lights,Republic Records,1,63,320,11512841,0VjIjW4GlUZAMYd2vXMi3b,1Xyo4u8uXC1ZmMpatF05PJ,2020-03-20,False,91.0,unknown,117396010.0,96.0
2026-01-15,82,Nadhif Basalamah,kota ini tak sama tanpamu,After School,82,103,2,11442692,13CwOTXUgBugeBByE9oIWb,6UgERnTHmjk3qXM9x5vzyO,2025-06-20,False,87.0,malay|indonesian pop|indonesian r&b,2562172.0,78.0
2026-01-15,83,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,5,76,54,11439997,5TFD2bmFKGhoCRbX61nXY5,4q3ewBCX7sLwd24euuV69X,2025-01-05,False,91.0,reggaeton|trap latino|urbano latino|latin,107003839.0,99.0
2026-01-15,84,Linkin Park,In the End,Warner Records,22,91,126,11404341,60a0Rd6pjrkxjPbaKzXjfq,6XyY86QOPPrYVGvF9ch6wz,2000-10-24,False,90.0,nu metal|rap metal|rock|alternative metal,32934070.0,91.0
2026-01-15,85,Ella Langley,Choosin' Texas,SAWGOD/Columbia,85,94,2,11325155,65DbTqJKhbwqYbZ1Okr0rc,6BRxQ8cD3eqnrVj6WKDok8,2025-10-17,False,90.0,country,932282.0,83.0
2026-01-15,86,Bad Bunny,EoO,Rimas Entertainment LLC.,9,100,54,11224107,6J5kc12BW5HuP3d7C3vvx8,4q3ewBCX7sLwd24euuV69X,2025-01-05,True,90.0,reggaeton|trap latino|urbano latino|latin,107003839.0,99.0
2026-01-15,87,Tears For Fears,Everybody Wants To Rule The World,UMC (Universal Music Catalogue),51,51,142,11074048,4RvWPyQ5RL0ao9LPZeSouE,4bthk9UfsYUYdcFyqxmSUU,1985-02-25,False,90.0,new wave|synthpop,4274629.0,77.0
2026-01-15,88,Herencia De Grandes,Ya Borracho,Rancho Humilde,88,92,8,10974935,4NyUIohBa3CEMGcXURYSOh,0ocHleb3SllGNQQcDH35Xz,2025-11-07,False,88.0,corrido|corridos bélicos,854345.0,79.0
2026-01-15,89,Harry Styles,As It Was,Columbia,1,89,191,10973995,4Dvkj6JhhA12EX05fT7y2e,6KImCVD70vtIoJWnq6nGn3,2022-05-20,False,90.0,unknown,34595118.0,86.0
2026-01-15,90,Bruno Mars,Grenade,Elektra (NEK),90,-1,5,10953799,4lLtanYk6tkMvooU0tWzG8,0du5cEVh5yTK9QJze8zA0C,2010-05-11,False,84.0,unknown,78309743.0,95.0
2026-01-15,91,Justin Bieber,DAISIES,"JRC Entertainment, LLC / ILH Production Co. LLC / Def Jam Recordings",2,72,27,10871677,5BZsQlgw21vDOAjoqkNgKb,1uNFoZAHBGtllmzznpCI3s,2025-07-11,False,90.0,unknown,86567550.0,94.0
2026-01-15,92,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,71,102,164,10840270,0ll8uFnc0nANY35E0Lfxvg,,,,,unknown,,
2026-01-15,93,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,6,75,92,10795752,0WbMK4wrZ1wFSty9F7FCgu,7GlBOeep6PqTfFi59PTUUN,2024-04-05,False,90.0,unknown,7728275.0,83.0
2026-01-15,94,Cigarettes After Sex,Apocalypse,Partisan Records,53,77,183,10758328,1oAwsWBovWRIp7qLMGPIet,1QAJqy2dA3ihHBFIHRphZj,2017-06-09,False,90.0,dream pop,18175703.0,86.0
2026-01-15,95,Vance Joy,Riptide,Atlantic Records,30,85,257,10735728,2uXlHCUbq9OMUwx3hrk06o,10exVja0key0uqUkk6LJRT,2014-08-05,False,86.0,folk pop,3544602.0,76.0
2026-01-15,96,Olivia Dean,A Couple Minutes,PLG - Capitol,88,88,8,10705851,312z6PZ8wwREck8613PkJk,00x1fYSGhdqScXBRpSj3DW,2025-09-26,False,89.0,pop soul,2724357.0,93.0
2026-01-15,97,Olivia Dean,Nice To Each Other,PLG - Capitol,53,80,20,10627011,7gKxCvTDWwV9wBhdeBbr3l,00x1fYSGhdqScXBRpSj3DW,2025-05-30,False,89.0,pop soul,2724357.0,93.0
2026-01-15,98,Ed Sheeran,Shape of You,Atlantic Records UK,1,104,397,10573568,7qiZfU4dY1lWllzX7mPBI3,6eUKZXaKkcviH0Ku9w2n3V,2017-03-03,False,90.0,soft pop,124480810.0,90.0
2026-01-15,99,Bruno Mars,Talking to the Moon,Elektra (NEK),45,-1,77,10518893,161DnLWsx1i3u1JT05lzqU,,,,,unknown,,
2026-01-15,100,Coldplay,Viva La Vida,Parlophone UK,31,81,177,10498138,1mea3bSkSGXuIRvnydlB5b,,,,,unknown,,
2026-01-15,101,Radiohead,Let Down,XL Recordings,55,98,33,10481106,2fuYa3Lx06QQJAm0MjztKr,4Z8W4fKeB5YxbusRsdQVPb,1997-05-28,False,90.0,art rock|alternative rock,14862487.0,88.0
2026-01-15,102,Ariana Grande,we can't be friends (wait for your love),Republic Records,1,83,97,10475839,51ZQ1vr10ffzbwIjDCwqm4,66CXWjxzNUsdJxJ2JdwvnR,2024-03-08,False,88.0,pop,109252002.0,94.0
2026-01-15,103,"Peso Pluma, Tito Double P",ni pedo,Double P Records,70,84,3,10469235,7xLfNI4gRNTu6FyXJlzBW5,12GqGscKJx3aE4t07u7eVZ,2025-12-25,True,86.0,corrido|corridos tumbados|corridos bélicos|música mexicana|sad sierreño|banda|electro corridos,25407668.0,93.0
2026-01-15,104,Rels B,TU VAS SIN (fav),DALE PLAY Records / Flakk Team,28,109,27,10460795,6uiQ0DqbXTBc8tl0AUKZkR,2IMZYfNi21MGqxopj9fWx8,2025-06-20,False,90.0,urbano latino|trap latino,10211557.0,83.0
2026-01-15,105,Tate McRae,Sports car,RCA Records Label,16,97,50,10433496,5UJbgR4XF4y1DvbkxEqe8S,45dkTj5sMRSjrmBSBeiHym,2025-02-20,False,87.0,unknown,10098930.0,91.0
2026-01-15,106,Evanescence,Bring Me To Life,The Bicycle Music Company,106,122,41,10408065,0COqiPhxzoWICwFCS4eZcp,5nGIFgo0shDenQYSE0Sn7c,2003-03-04,False,89.0,alternative metal,6586626.0,78.0
2026-01-15,107,Justin Bieber,Sorry,RBMG/Def Jam,65,111,38,10396063,09CtPGIpYB4BrO8qb1RGsF,1uNFoZAHBGtllmzznpCI3s,2015-11-13,False,88.0,unknown,86567550.0,94.0
2026-01-15,108,JENNIE,like JENNIE,OA Entertainment/Columbia,6,118,45,10334300,0fK7ie6XwGxQTIkpFoWkd1,250b0Wlc5Vk0CoUsaCY84M,2025-03-07,True,89.0,k-pop,13366726.0,84.0
2026-01-15,109,"LE SSERAFIM, j-hope",SPAGHETTI,SOURCE MUSIC,25,110,12,10193967,2N9miXnewVmUrgl6JSK1FI,4SpbR6yFEvexJuaBpgAU5p,2025-10-24,True,88.0,k-pop,8801998.0,82.0
2026-01-15,110,Empire Of The Sun,We Are The People,EMI Recorded Music Australia Pty Ltd,94,99,24,10171397,3zEN0ii6s4DHHBpnTp3RP7,67hb7towEyKvt5Z8Bx306c,2008-10-03,False,89.0,unknown,2119187.0,81.0
2026-01-15,111,Fuerza Regida,Marlboro Rojo,Rancho Humilde/Street Mob Records/Sony Music Latin,20,108,36,10170365,3hpm0fTeSqlhJbnqAgaLZs,0ys2OFYzWYB5hRDLCsBqxt,2025-05-02,True,89.0,corrido|corridos tumbados|corridos bélicos|música mexicana|sierreño|banda|sad sierreño|electro corridos,22384117.0,92.0
2026-01-15,112,Lana Del Rey,Cinnamon Girl,Polydor Records,112,137,13,10140119,2mdEsXPu8ZmkHRRtAdC09e,00FQb4jTyendYWaN8pK0wa,2019-08-30,False,89.0,unknown,54195415.0,91.0
2026-01-15,113,Don Toliver,No Pole,Cactus Jack / Atlantic,72,112,57,10133274,0eaVIYo2zeOaGJeqZ5TwYz,4Gso3d4CscCijv0lmajZWs,2023-02-28,True,89.0,unknown,7948843.0,88.0
2026-01-15,114,Tame Impala,The Less I Know The Better,Universal Music Australia Pty. Ltd.,87,87,67,10114003,6K4t31amVTZDgR3sKmwUJJ,5INjqkS1o8h1imAzPqGZBb,2015-07-17,True,90.0,neo-psychedelic|indie,10035035.0,86.0
2026-01-15,115,Michael Jackson,Billie Jean,Epic,48,116,34,10101666,7J1uxwnxfQLu4APicE5Rnj,3fMbdgg4jU18AjLCKBhRSm,1982-11-30,False,87.0,unknown,39026150.0,88.0
2026-01-15,116,"Disney, Shakira",Zoo,Walt Disney Records,116,123,3,10068332,3vJIaiTIHxHhYafTSPNiH4,,,,,unknown,,
