chart_week,rank,uri,artist_names,track_name,peak_rank,previous_rank,weeks_on_chart,streams
2024-12-05,71,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,2,77,96,14403117
2024-12-05,72,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Iris,40,63,66,14326749
2024-12-05,73,spotify:track:0RgjEkSbeuStKfT2Pa4Zai,Kendrick Lamar,reincarnated,19,19,2,14298156
2024-12-05,74,spotify:track:4K1Pg0FLno1ltzX3jeqT83,"Kendrick Lamar, Wallie the Sensei, Siete7x, Roddy Ricch","dodger blue (feat. wallie the sensei, siete7x, roddy ricch)",24,24,2,14248414
2024-12-05,75,spotify:track:7bywjHOc0wSjGGbj04XbVi,"Feid, ATL Jacob",LUNA,9,78,52,14136002
2024-12-05,76,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,1,76,104,14098898
2024-12-05,77,spotify:track:02CrqOYzrJR8fYOffhvRZZ,ROSÉ,number one girl,46,46,2,14060965
2024-12-05,78,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,Sabrina Carpenter,Bed Chem,9,57,15,14029817
2024-12-05,79,spotify:track:42VsgItocQwOQC3XWZ8JNA,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),5,73,64,13918060
2024-12-05,80,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,2,80,31,13915385
2024-12-05,81,spotify:track:2esZG2XFtuoWWA9AfDvSxy,"FloyyMenor, Cris MJ",Gata Only,3,85,43,13663960
2024-12-05,82,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,In the End,22,65,69,13615841
2024-12-05,83,spotify:track:3i8fIJNV0yuC4kXT3SkVBZ,Ariana Grande,Popular,83,104,2,13496835
2024-12-05,84,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,3,108,199,13494142
2024-12-05,85,spotify:track:0Sr7ssScx54yxdM2ols7nW,"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,13,72,10,13122783
2024-12-05,86,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,77,136,156,13070884
2024-12-05,87,spotify:track:5IZXB5IKAD2qlvTPJYDCFB,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),3,83,30,12988691
2024-12-05,88,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,48,101,90,12987745
2024-12-05,89,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),1,98,73,12982301
2024-12-05,90,spotify:track:3JG1uFc40wfyrqaWC7iv0e,Artemas,i like the way you kiss me,1,86,37,12919694
2024-12-05,91,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,12,-1,155,12848665
2024-12-05,92,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,31,160,119,12818794
2024-12-05,93,spotify:track:3nHuKdFJZm78CoeBnDcFKe,Teddy Swims,Bad Dreams,83,88,5,12722254
2024-12-05,94,spotify:track:2QxekHjOYDnzNO5w8hu2D9,Juice WRLD,Empty Out Your Pockets,94,-1,1,12676970
2024-12-05,95,spotify:track:27RYrbL6S02LNVhDWVl38b,"John Lennon, Yoko Ono",Happy Xmas (War Is Over) - Remastered 2010,13,-1,35,12673251
2024-12-05,96,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Apocalypse,62,91,125,12617851
2024-12-05,97,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,CHIHIRO,5,94,29,12591477
2024-12-05,98,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,43,92,152,12415590
2024-12-05,99,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,Tommy Richman,MILLION DOLLAR BABY,1,95,32,12334674
2024-12-05,100,spotify:track:1QJbDTZAO8rpGOMG4UahFM,"Arcane, Twenty One Pilots",The Line (from the series Arcane League of Legends),100,128,2,12283773
2024-12-05,101,spotify:track:3XsaSIPWvM61RIFfeb0BBR,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",White Christmas - 1947 Version,26,-1,35,12251187
2024-12-05,102,spotify:track:0eaVIYo2zeOaGJeqZ5TwYz,Don Toliver,No Pole,102,172,4,12246567
2024-12-05,103,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,1,96,218,12209058
2024-12-05,104,spotify:track:1SGvjfc85yzqKXsfKcCxn2,Kendrick Lamar,heart pt. 6,26,26,2,12192388
2024-12-05,105,spotify:track:2TE4xW3ImvpltVU0cPcKUn,Shakin' Stevens,Merry Christmas Everyone,26,-1,34,12150530
2024-12-05,106,spotify:track:2CspwnypzT7rcWI9RfsoSb,JENNIE,Mantra,11,84,8,12113836
2024-12-05,107,spotify:track:7eGuPhpdS8sBjPJNuAShUX,"Ariana Grande, Cynthia Erivo",What Is This Feeling?,107,173,2,12108341
2024-12-05,108,spotify:track:2nLtzopw4rPReszdYBJU6h,Linkin Park,Numb,24,87,40,12021134
2024-12-05,109,spotify:track:3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,78,144,100,12011599
2024-12-05,110,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,15,93,191,12010080
2024-12-05,111,spotify:track:2aYZaN5SmkRDLsrrV8GkBQ,"Peso Pluma, Neton Vega",LA PATRULLA,33,99,24,11996484
2024-12-05,112,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,11,97,69,11926941
2024-12-05,113,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,27,120,93,11906039
2024-12-05,114,spotify:track:5TTGoX70AFrTvuEtqHK37S,Arctic Monkeys,No. 1 Party Anthem,114,118,4,11817086
2024-12-05,115,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,67,107,81,11772352
2024-12-05,116,spotify:track:21B4gaTWnTkuSh77iWEXdS,Sabrina Carpenter,Juno,23,79,15,11754851
2024-12-05,117,spotify:track:1SV1fxF65n9NhRHp3KlBuu,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,15,-1,36,11741539
2024-12-05,118,spotify:track:0IsIY8pfu1yaGkPUD7pkDx,"Charli xcx, Billie Eilish",Guess featuring billie eilish,5,115,18,11733694
2024-12-05,119,spotify:track:5TOvA5Uhxti7FPh0EIdClV,"MC LUUKY, DJ JB Mix",Malvadinho,119,158,3,11648927
2024-12-05,120,spotify:track:5ho7VSXSmI2KM2nDjcnLyz,Kendrick Lamar,man at the garden,21,21,2,11628878
2024-12-05,121,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,1,112,262,11538503
2024-12-05,122,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,21,111,134,11394095
2024-12-05,123,spotify:track:4xdBrk0nFZaP54vvZj0yx7,Chappell Roan,HOT TO GO!,22,102,25,11325176
2024-12-05,124,spotify:track:3ra4PQCtSVULClEqj2XXf7,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow!,19,-1,37,11320306
2024-12-05,125,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,6,125,61,11312950
2024-12-05,126,spotify:track:0wgOhYnqZKjOHr6bmdz0aN,"Kendrick Lamar, SZA",gloria (with sza),35,35,2,11282973
2024-12-05,127,spotify:track:2Uts1QFB4u2YNIMiqcb4de,"Kendrick Lamar, AZ Chike",peekaboo (feat. azchike),30,30,2,11170238
2024-12-05,128,spotify:track:2HBBM75Xv3o2Mqdyh1NcM0,Linkin Park,Heavy Is the Crown,15,90,11,11113353
2024-12-05,129,spotify:track:6HrALJOMsfPCCbUo5cJCON,"Tito Double P, Chino Pacas",ESCAPATE,39,103,13,11098183
2024-12-05,130,spotify:track:0rHToGels2lt8Y0mCYoF90,Nat King Cole,Deck The Hall,55,-1,8,11097919
2024-12-05,131,spotify:track:47ohYW8e7dxCYn9qbUMBCI,Darlene Love,Christmas (Baby Please Come Home),33,-1,21,11093546
2024-12-05,132,spotify:track:42wdz3j7gstgUuhoFLCXqd,FloyyMenor,PELIGROSA,26,114,17,11058799
2024-12-05,133,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,12,123,147,10999060
2024-12-05,134,spotify:track:3yDRcs0Y4pPzkvMbUfeF9H,LISA,Moonlit Floor (Kiss Me),13,67,9,10988888
2024-12-05,135,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,Stargazing,16,105,30,10964370
2024-12-05,136,spotify:track:2uqYupMHANxnwgeiXTZXzd,Dasha,Austin (Boots Stop Workin'),20,117,39,10947842
2024-12-05,137,spotify:track:6s1kzj4EbhFLXbuAGJbhbn,"MC Tuto, DJ Glenner",Barbie,39,100,6,10854575
2024-12-05,138,spotify:track:7DSAEUvxU8FajXtRloy8M0,Miley Cyrus,Flowers,1,110,99,10772845
2024-12-05,139,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,1,124,343,10772639
2024-12-05,140,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,31,139,167,10757094
2024-12-05,141,spotify:track:5e0b9LgOfi3aJSKXFcOWRe,Chezile,Beanie,141,162,3,10739112
2024-12-05,142,spotify:track:3M0lSi5WW79CXQamgSBIjx,Chase Atlantic,Swim,108,-1,9,10674554
2024-12-05,143,spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),24,127,346,10665865
2024-12-05,144,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,1,130,140,10637398
2024-12-05,145,spotify:track:3mg9jYNC1NihbthlglzrWP,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",+57,21,81,4,10537504
2024-12-05,146,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,2,122,236,10469421
2024-12-05,147,spotify:track:3be9ACTxtcL6Zm4vJRUiPG,yung kai,blue,147,-1,1,10416485
2024-12-05,148,spotify:track:0NsGFMIo2aNbAkJu48ndaf,Chino Pacas,Morena Canela,148,150,2,10412679
2024-12-05,149,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",2,148,77,10320738
2024-12-05,150,spotify:track:2SR0alFA2oWYXSoePGTj0V,Jin,I’ll Be There,27,106,6,10302182
2024-12-05,151,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,17,133,98,10298621
2024-12-05,152,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,Creep,110,151,54,10267453
2024-12-05,153,spotify:track:3siwsiaEoU4Kuuc9WKMUy5,The Marías,No One Noticed,114,157,4,10266024
2024-12-05,154,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,SZA,Nobody Gets Me,12,188,35,10219183
2024-12-05,155,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,4,129,375,10211723
2024-12-05,156,spotify:track:2pnPe4pJtq7689i5ydzvJJ,Chuck Berry,Run Rudolph Run,52,-1,22,10204924
2024-12-05,157,spotify:track:7Cnpb1vBbC46RgVyyKLH7p,aespa,Whiplash,53,149,7,10187606
2024-12-05,158,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,7,131,334,10182563
2024-12-05,159,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,1,152,64,10181052
2024-12-05,160,spotify:track:1LmkdWSxjCV7wKTPsCvYWN,Laufey,Winter Wonderland - Spotify Singles Holiday,87,-1,3,10153857
2024-12-05,161,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,4,140,308,10142986
2024-12-05,162,spotify:track:0hz5PNF2wejwUKCMpesQWt,"Ed Sheeran, Elton John",Merry Christmas,23,-1,13,10131128
2024-12-05,163,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,Lil Tecca,Ransom,3,147,64,10126157
2024-12-05,164,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,86,135,190,10122615
2024-12-05,165,spotify:track:1QoyuMHNBe7lg3YW4Qtll4,"Tyler, The Creator, Daniel Caesar",St. Chroma (feat. Daniel Caesar),10,89,6,10105645
2024-12-05,166,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,38,137,110,10085097
2024-12-05,167,spotify:track:3QiAAp20rPC3dcAtKtMaqQ,Elvis Presley,Blue Christmas,34,-1,30,10061810
2024-12-05,168,spotify:track:27qAMKrDdKEs8HDXcvR24R,Chris Rea,Driving Home for Christmas - 2019 Remaster,21,-1,33,10022511
2024-12-05,169,spotify:track:6EUcP55GlbmsmCzfL2vxtZ,Gunna,on one tonight,169,-1,3,10018077
2024-12-05,170,spotify:track:4HEOgBHRCExyYVeTyrXsnL,Frank Sinatra,Jingle Bells - Remastered 1999,38,-1,14,10014280
2024-12-05,171,spotify:track:62bOmKYxYg7dhrC6gH9vFn,*NSYNC,Bye Bye Bye,10,134,19,9966942
2024-12-05,172,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),1,169,169,9957825
2024-12-05,173,spotify:track:4oFhT5d5TDTJnkc22hiczk,Juice WRLD,Misfit,173,-1,1,9919209
2024-12-05,174,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,167,313,9905807
2024-12-05,175,spotify:track:6MzofobZt2dm0Kf1hTThFz,Addison Rae,Diet Pepsi,32,119,14,9818359
2024-12-05,176,spotify:track:5xeSd4HgzrYpNLEf3LfYLK,"GloRilla, Sexyy Red",WHATCHU KNO ABOUT ME (feat. Sexyy Red),132,132,2,9817675
2024-12-05,177,spotify:track:0iVEujJcafOBnxa654fJYu,Maluma,Cosas Pendientes,174,174,2,9785202
2024-12-05,178,spotify:track:2c7z5oRcPBbqRaBY2mLWcf,Don Toliver,NEW DROP,95,138,10,9699093
2024-12-05,179,spotify:track:550rQQCGkrTzvp4SfpOPzx,Pentatonix,Hallelujah,70,-1,13,9684834
2024-12-05,180,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,34,166,161,9592813
2024-12-05,181,spotify:track:3dj4wgM3cPeuLwMNHDuBon,Teddy Swims,The Door,115,161,15,9587055
2024-12-05,182,spotify:track:2eQFYGegTZaObk2kuBz83Z,Rauw Alejandro,Tú Con Él,89,155,3,9570979
2024-12-05,183,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,80,141,108,9551930
2024-12-05,184,spotify:track:6a9Z1jUms915w4O7N1PxjY,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,14,121,33,9546583
2024-12-05,185,spotify:track:4cCeHTJcKQU9PCuQ2jiYlI,"Arcane, Ashnikko",Paint The Town Blue (from the series Arcane League of Legends),185,192,2,9534296
2024-12-05,186,spotify:track:3p4hRhMcb6ch8OLtATMaLw,Cigarettes After Sex,Cry,142,177,5,9519638
2024-12-05,187,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,13,165,269,9515363
2024-12-05,188,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,100,170,76,9497914
2024-12-05,189,spotify:track:0eCajpR75pDW0r64U6hP2x,Anuv Jain,Jo Tum Mere Ho,69,159,12,9482283
2024-12-05,190,spotify:track:2FPfeYlrbSBR8PwCU0zaqq,Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered 1999,96,-1,4,9450374
2024-12-05,191,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),1,-1,31,9435524
2024-12-05,192,spotify:track:6PhRhocBXP4y7NpciGmzra,"Cris MJ, FloyyMenor, LOUKI",Después De La 1,34,156,12,9429600
2024-12-05,193,spotify:track:3EaJDYHA0KnX88JvDhL9oa,Steve Lacy,Dark Red,66,187,128,9363152
2024-12-05,194,spotify:track:7D0RhFcb3CrfPuTJ0obrod,Coldplay,Sparks,90,-1,22,9361419
2024-12-05,195,spotify:track:1foCxQtxBweJtZmdxhEHVO,"Eartha Kitt, Henri René and His Orchestra",Santa Baby (with Henri René & His Orchestra),48,-1,16,9347526
2024-12-05,196,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,63,-1,72,9339848
2024-12-05,197,spotify:track:11P4sSu6BH2lAbWk1sL6cK,Elton John,Step Into Christmas - Remastered 1995,36,-1,21,9338239
2024-12-05,198,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,Richy Mitch & The Coal Miners,Evergreen,40,-1,42,9331342
2024-12-05,199,spotify:track:2lAUq68F2bt7Kc218n9FPp,"Tito Double P, Grupo Frontera",AY MAMÁ,107,178,8,9321811
2024-12-05,200,spotify:track:3NqW1FtYalkdAr7gz7Btwh,"Arcane, d4vd",Remember Me (from the series Arcane League of Legends),200,-1,1,9283657
2024-12-12,1,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,1,1,17,67113128
2024-12-12,2,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,1,2,8,65463651
2024-12-12,3,spotify:track:0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,1,4,63,47514211
2024-12-12,4,spotify:track:2FRnf9qhLbvw8fu4IBXx78,Wham!,Last Christmas,2,5,57,46992149
2024-12-12,5,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,1,3,30,46095572
2024-12-12,6,spotify:track:2EjXfH91m7f8HiJN1yQg97,Brenda Lee,Rockin' Around The Christmas Tree,3,10,49,40460504
2024-12-12,7,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,4,8,8,40045248
2024-12-12,8,spotify:track:2CGNAOSuO1MEFCbBRgUzjd,"Kendrick Lamar, SZA",luther (with sza),3,7,3,38270262
2024-12-12,9,spotify:track:7vQbuQcyTflfCIOu3Uzzya,Bobby Helms,Jingle Bell Rock,4,12,48,36801037
2024-12-12,10,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,1,9,21,35898868
2024-12-12,11,spotify:track:0lizgQ7Qw35od7CYaoMBZb,Ariana Grande,Santa Tell Me,3,16,49,31559275
2024-12-12,12,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,1,15,35,31181720
2024-12-12,13,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez,Sailor Song,7,13,17,30203100
2024-12-12,14,spotify:track:2uFaJJtFpPDc5Pa95XzTvg,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,6,22,35,28134094
2024-12-12,15,spotify:track:6BPcUXYERAahpunmb0AovH,"Arcane, Stromae, Pomme",Ma Meilleure Ennemie (from the series Arcane League of Legends),6,6,3,27668582
2024-12-12,16,spotify:track:7uoFMmxln0GPXQ0AcCBXRq,Sia,Snowman,9,21,37,27458578
2024-12-12,17,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,9,18,30,27098013
2024-12-12,18,spotify:track:1IcR6RlgvDczfvoWJSSY2A,Andy Williams,It's the Most Wonderful Time of the Year,7,25,45,26796590
2024-12-12,19,spotify:track:1Es7AUAhQvapIcoh3qMKDL,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),3,19,11,26719332
2024-12-12,20,spotify:track:0aB0v4027ukVziUGwVGYpG,"Kendrick Lamar, Lefty Gunplay",tv off (feat. lefty gunplay),7,11,3,25955853
2024-12-12,21,spotify:track:3nAp4IvdMPPWEH9uuXFFV5,Kelly Clarkson,Underneath the Tree,9,27,37,25915495
2024-12-12,22,spotify:track:1cOboCuWYI2osTOfolMRS6,"Oscar Maydon, Fuerza Regida",Tu Boda,5,17,10,25515308
2024-12-12,23,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",6,24,35,25024252
2024-12-12,24,spotify:track:1rv46mRwDqMEhOBZ7vODg3,Michael Bublé,It's Beginning to Look a Lot like Christmas,6,31,46,24073016
2024-12-12,25,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,3,23,16,24070330
2024-12-12,26,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,1,28,47,23812306
2024-12-12,27,spotify:track:0l0vcZMU7AOeQmUIREoI2U,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,17,26,4,23443661
2024-12-12,28,spotify:track:6WatFBLVB0x077xWeoVc2k,KAROL G,Si Antes Te Hubiera Conocido,5,30,25,23431171
2024-12-12,29,spotify:track:1z5ebC9238uGoBgzYyvGpQ,ROSÉ,toxic till the end,29,-1,1,22405419
2024-12-12,30,spotify:track:3qCeq0rWK67SoBDgFd2sId,José Feliciano,Feliz Navidad,8,36,37,21780383
2024-12-12,31,spotify:track:1YYfyJ2yCvGFCxwjsIqEK9,"Rauw Alejandro, Romeo Santos",Khé?,29,32,4,21642535
2024-12-12,32,spotify:track:0nj9Bq5sHDiTxSHunhgkFb,Kendrick Lamar,squabble up,5,14,3,21388420
2024-12-12,33,spotify:track:50zAEIE4B1QqhPjRMK2Xmh,Jin,Running Wild,10,20,4,21214018
2024-12-12,34,spotify:track:2tHwzyyOLoWSFqYNjeVMzj,Sabrina Carpenter,Please Please Please,1,34,27,20835384
2024-12-12,35,spotify:track:67mgz7S5y7hnCE63YBjfO6,Michael Bublé,Holly Jolly Christmas,12,39,39,20793207
2024-12-12,36,spotify:track:3zOgFY5kpQ6p2cwPIquZks,Bad Bunny,EL CLúB,36,-1,1,20150736
2024-12-12,37,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,5,38,57,19971268
2024-12-12,38,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,15,33,112,19702219
2024-12-12,39,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,15,35,127,19360536
2024-12-12,40,spotify:track:7fUYUcWy853HS8YJn0b3Sr,The Ronettes,Sleigh Ride,12,47,34,19094747
2024-12-12,41,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",3,42,62,18788414
2024-12-12,42,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,3,50,43,18774470
2024-12-12,43,spotify:track:0qeIFEGRQqHoaJtLCl0U73,"Myke Towers, benny blanco",DEGENERE 👑 (feat. benny blanco),38,56,8,18505869
2024-12-12,44,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),1,46,40,18439509
2024-12-12,45,spotify:track:7sd6zMrgGpEa7NkQm9TRrg,Tito Double P,NADIE,37,37,3,18347269
2024-12-12,46,spotify:track:51rfRCiUSvxXlCSCfIztBy,Gracie Abrams,"I Love You, I'm Sorry",16,43,19,17687452
2024-12-12,47,spotify:track:19XpFsce28aByvCC4g89tJ,Hozier,Too Sweet,2,51,38,17571366
2024-12-12,48,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),16,40,94,17352465
2024-12-12,49,spotify:track:6IeK3Ap5m3HabwJxgI6eSE,"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),29,52,33,17352450
2024-12-12,50,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),6,49,35,17229164
2024-12-12,51,spotify:track:0cQVqPuHQP4KEwc7ZUQmj6,The Neighbourhood,Sweater Weather,16,41,224,17187978
2024-12-12,52,spotify:track:1lcBt7LoEikqYmhUoa2cez,ROSÉ,number one girl,46,77,3,17034473
2024-12-12,53,spotify:track:7xapw9Oy21WpfEcib2ErSA,Justin Bieber,Mistletoe,15,62,41,17001315
2024-12-12,54,spotify:track:7G7mSV4BebkoHWwKTDvXu9,"V, Park Hyo Shin",Winter Ahead (with PARK HYO SHIN),29,29,2,16777004
2024-12-12,55,spotify:track:7134tEHq45eL6am9oVazZU,"V, Bing Crosby",White Christmas (with V of BTS),55,-1,1,16747179
2024-12-12,56,spotify:track:5humEOJehpAwMJEJmb0JJ2,Nat King Cole,The Christmas Song (Merry Christmas To You),24,66,35,16625224
2024-12-12,57,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,6,44,122,16108853
2024-12-12,58,spotify:track:7bywjHOc0wSjGGbj04XbVi,"Feid, ATL Jacob",LUNA,9,75,53,15850139
2024-12-12,59,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,23,45,131,15789543
2024-12-12,60,spotify:track:5lKFO0PrOC9jmOlPEdjHsL,"Tito Double P, Peso Pluma",DOS DÍAS,31,57,15,15709777
2024-12-12,61,spotify:track:6jbYpRPTEFl1HFKHk1IC0m,"Tyler, The Creator, Lola Young",Like Him (feat. Lola Young),42,60,7,15630376
2024-12-12,62,spotify:track:4OLT65TRsOx3Iv1TlCcQVb,"Gabito Ballesteros, Natanael Cano, Luis R Conriquez, Neton Vega",PRESIDENTE,44,59,7,15602201
2024-12-12,63,spotify:track:4tHqQMWSqmL6YjXwsqthDI,John Williams,"Carol of the Bells (From ""Home Alone"" Soundtrack)",63,68,14,15548700
2024-12-12,64,spotify:track:3tFed7YsjGnIfxeLEQwx3R,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne","Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",20,54,7,15395266
2024-12-12,65,spotify:track:0LTwdL5yZ6YOTEGUQPFuSN,Tito Double P,ROSONES,65,-1,1,15348951
2024-12-12,66,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,3,69,64,15183377
2024-12-12,67,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,34,53,101,15146489
2024-12-12,68,spotify:track:1EDPVGbyPKJPeGqATwXZvN,Linkin Park,The Emptiness Machine,6,48,14,14795739
2024-12-12,69,spotify:track:2esZG2XFtuoWWA9AfDvSxy,"FloyyMenor, Cris MJ",Gata Only,3,81,44,14742175
2024-12-12,70,spotify:track:27RYrbL6S02LNVhDWVl38b,"John Lennon, Yoko Ono",Happy Xmas (War Is Over) - Remastered 2010,13,95,36,14722344
2024-12-12,71,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,2,80,32,14669466
2024-12-12,72,spotify:track:6X6m4xmdFcz31p1h7Qg68c,Tito Double P,EL LOKERON,21,67,15,14631806
2024-12-12,73,spotify:track:1XBYiRV30ykHw5f4wm6qEn,The Kid LAROI,NIGHTS LIKE THIS,41,65,25,14580470
2024-12-12,74,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,2,71,97,14252652
