track_id,track_name,artist_id,release_date,explicit,track_popularity,artist_genres,artist_followers,artist_popularity
2jCJjRc9mz6VYBMhLy3H9i,Plastic Cigarette,40ZNYROS4zLfyyBSs2PGe2,2026-01-09,False,82,country|red dirt,7685610,90
7d6yK8v8J484SWH5prIQiE,VeLDÁ,4q3ewBCX7sLwd24euuV69X,2025-01-05,True,89,reggaeton|trap latino|urbano latino|latin,107003839,99
6SKwQghsR8AISlxhcwyA9R,Marry You,0du5cEVh5yTK9QJze8zA0C,2010-05-11,False,83,,78309743,95
0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,5pKCCKE2ajJHZ9KAiaK11H,2008-06-02,False,86,,71000787,93
22skzmqfdWrjJylampe0kt,Can't Hold Us (feat. Ray Dalton),3JhNCzhSMTxs9WLGJJxWOY,2012-10-09,False,85,,2920624,77
3A02hWQ2ebOFDWSbAMNnpw,bittersweet,2kRfqPViCqYdSGhYSM9R0Q,2025-10-10,False,88,,9201601,80
1De425SCFJULIHbcmeebUw,LET THE WORLD BURN,0F3maSKfGGVtfATaAyeyPG,2024-03-08,False,85,dark r&b,1202334,77
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,06HL4z0CvFAxyc27GXpf02,2019-08-23,False,89,,150343698,100
46aZJc0z1HHHSFxaIRxYSP,Breakin' Dishes,5pKCCKE2ajJHZ9KAiaK11H,2008-06-02,False,86,,71000787,93
0InIeZW4P6VO7dUGRM4AKH,Sienna,2sSGPbdZJkaSE2AbcGOACx,2024-05-31,False,89,bedroom pop,4318566,85
5cF0dROlMOK5uNZtivgu50,Attention,6VuMaDnrHyPL1p4EHjYLi7,2018-05-11,False,88,soft pop|pop,25762818,83
3fjmSxt0PskST13CSdBUFx,Somewhere I Belong,6XyY86QOPPrYVGvF9ch6wz,2003-03-25,False,85,nu metal|rap metal|rock|alternative metal,32934070,91
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),6qqNVTkY8uBg9cP3Jd7DAH,2018-04-19,False,88,,122190602,93
1lJOLxDS8kS2rihrqezMcv,Century,0EyhkwP3UnwGFBy6xwKjSy,2025-10-31,True,88,,1290077,86
4bJygwUKrRgq1stlNXcgMg,All The Things She Said,2Q3eZMfDQgT8MhPowKFXYO,2002,True,87,,1191874,71
1WwQ714xuznu44tEnkem2g,I Run,7ouEqUl1PCVPlNninecdcz,2025-11-21,False,89,,29834,72
54PbBpquVfhfrwRwvjSXbI,We Don't Talk Anymore (feat. Selena Gomez),6VuMaDnrHyPL1p4EHjYLi7,2015-11-05,False,84,soft pop|pop,25762818,83
42VUCXerQ5qTr4Qp6PhKo4,Tears,74KM79TiuVKeVCqs8QtB0B,2025-08-29,False,89,pop,28998690,92
3rUGC1vUpkDG9CZFHMur1t,greedy,45dkTj5sMRSjrmBSBeiHym,2023-09-15,True,88,,10098930,91
1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,3y24n3XhZ96wgwRXjvS17T,1995-11-07,False,88,west coast hip hop|g-funk,2024861,72
1Ist6PR2BZR3n2z2Y5R6S1,Summertime Sadness,00FQb4jTyendYWaN8pK0wa,2012-01-01,False,77,,54195415,91
5H1sKFMzDeMtXwND3V6hRY,JUMP,41MozSoPIsD1dJM0CLPjZF,2025-07-11,False,89,k-pop,57276005,83
